dataset,method,graph,target,n,n_errors,error_rate,teacher_gold_alignment,feature,auroc_correct,auroc_error_oriented
setfit_ag_news,subgraphx,syntactic,teacher_agreement,7600,141,0.018552631578947376,0.9380263157894737,consistency_preservation_necessity,0.9756474875893657,0.9756474875893657
setfit_ag_news,subgraphx,syntactic,teacher_agreement,7600,141,0.018552631578947376,0.9380263157894737,consistency_preservation_sufficiency,0.9220314551700597,0.9220314551700597
setfit_ag_news,subgraphx,syntactic,teacher_agreement,7600,141,0.018552631578947376,0.9380263157894737,progression_maskout_drop_k5,0.1629380091069953,0.8370619908930047
setfit_ag_news,subgraphx,syntactic,teacher_agreement,7600,141,0.018552631578947376,0.9380263157894737,progression_sufficiency_drop_k5,0.5703747864210877,0.5703747864210877
setfit_ag_news,subgraphx,syntactic,gold_label,7600,484,0.06368421052631579,0.9380263157894737,prediction_confidence,0.8632645731421219,0.8632645731421219
setfit_ag_news,subgraphx,syntactic,gold_label,7600,484,0.06368421052631579,0.9380263157894737,consistency_baseline_margin,0.8640474962719329,0.8640474962719329
setfit_ag_news,subgraphx,syntactic,gold_label,7600,484,0.06368421052631579,0.9380263157894737,auc_origin_entropy,0.13687464867903315,0.8631253513209669
setfit_ag_news,subgraphx,syntactic,gold_label,7600,484,0.06368421052631579,0.9380263157894737,auc_deletion_auc,0.8498311917271751,0.8498311917271751
setfit_ag_news,subgraphx,syntactic,gold_label,7600,484,0.06368421052631579,0.9380263157894737,auc_insertion_auc,0.7087729200637372,0.7087729200637372
setfit_ag_news,subgraphx,syntactic,gold_label,7600,484,0.06368421052631579,0.9380263157894737,fidelity_minus,0.2295828803905992,0.7704171196094007
setfit_ag_news,subgraphx,syntactic,gold_label,7600,484,0.06368421052631579,0.9380263157894737,fidelity_plus,0.3598303381043301,0.6401696618956698
setfit_ag_news,subgraphx,syntactic,gold_label,7600,484,0.06368421052631579,0.9380263157894737,fidelity_asymmetry,0.5007704381698327,0.5007704381698327
setfit_ag_news,subgraphx,syntactic,gold_label,7600,484,0.06368421052631579,0.9380263157894737,consistency_preservation_necessity,0.8460807678192317,0.8460807678192317
setfit_ag_news,subgraphx,syntactic,gold_label,7600,484,0.06368421052631579,0.9380263157894737,consistency_preservation_sufficiency,0.7672907985264262,0.7672907985264262
setfit_ag_news,subgraphx,syntactic,gold_label,7600,484,0.06368421052631579,0.9380263157894737,progression_maskout_drop_k5,0.2072244946785036,0.7927755053214964
setfit_ag_news,subgraphx,syntactic,gold_label,7600,484,0.06368421052631579,0.9380263157894737,progression_sufficiency_drop_k5,0.46456187662304477,0.5354381233769552
setfit_ag_news,subgraphx,window,teacher_agreement,7600,136,0.017894736842105297,0.9380263157894737,prediction_confidence,0.9833356976231008,0.9833356976231008
setfit_ag_news,subgraphx,window,teacher_agreement,7600,136,0.017894736842105297,0.9380263157894737,consistency_baseline_margin,0.983341608347519,0.983341608347519
setfit_ag_news,subgraphx,window,teacher_agreement,7600,136,0.017894736842105297,0.9380263157894737,auc_origin_entropy,0.01784841750204905,0.982151582497951
setfit_ag_news,subgraphx,window,teacher_agreement,7600,136,0.017894736842105297,0.9380263157894737,auc_deletion_auc,0.9834076114368577,0.9834076114368577
setfit_ag_news,subgraphx,window,teacher_agreement,7600,136,0.017894736842105297,0.9380263157894737,auc_insertion_auc,0.8688912663135995,0.8688912663135995
setfit_ag_news,subgraphx,window,teacher_agreement,7600,136,0.017894736842105297,0.9380263157894737,fidelity_minus,0.11963897295252504,0.880361027047475
setfit_ag_news,subgraphx,window,teacher_agreement,7600,136,0.017894736842105297,0.9380263157894737,fidelity_plus,0.7077107370279303,0.7077107370279303
setfit_ag_news,subgraphx,window,teacher_agreement,7600,136,0.017894736842105297,0.9380263157894737,fidelity_asymmetry,0.21549516108694283,0.7845048389130571
setfit_ag_news,subgraphx,window,teacher_agreement,7600,136,0.017894736842105297,0.9380263157894737,consistency_preservation_necessity,0.9831997509614779,0.9831997509614779
setfit_ag_news,subgraphx,window,teacher_agreement,7600,136,0.017894736842105297,0.9380263157894737,consistency_preservation_sufficiency,0.949479068154593,0.949479068154593
setfit_ag_news,subgraphx,window,teacher_agreement,7600,136,0.017894736842105297,0.9380263157894737,progression_maskout_drop_k5,0.09645612666288382,0.9035438733371162
setfit_ag_news,subgraphx,window,teacher_agreement,7600,136,0.017894736842105297,0.9380263157894737,progression_sufficiency_drop_k5,0.8605581300044134,0.8605581300044134
setfit_ag_news,subgraphx,window,gold_label,7600,478,0.06289473684210523,0.9380263157894737,prediction_confidence,0.8541135723005737,0.8541135723005737
setfit_ag_news,subgraphx,window,gold_label,7600,478,0.06289473684210523,0.9380263157894737,consistency_baseline_margin,0.8550472400329464,0.8550472400329464
setfit_ag_news,subgraphx,window,gold_label,7600,478,0.06289473684210523,0.9380263157894737,auc_origin_entropy,0.14626374284878374,0.8537362571512163
setfit_ag_news,subgraphx,window,gold_label,7600,478,0.06289473684210523,0.9380263157894737,auc_deletion_auc,0.8558684035207071,0.8558684035207071
setfit_ag_news,subgraphx,window,gold_label,7600,478,0.06289473684210523,0.9380263157894737,auc_insertion_auc,0.7524648123147204,0.7524648123147204
setfit_ag_news,subgraphx,window,gold_label,7600,478,0.06289473684210523,0.9380263157894737,fidelity_minus,0.1677137198779432,0.8322862801220567
setfit_ag_news,subgraphx,window,gold_label,7600,478,0.06289473684210523,0.9380263157894737,fidelity_plus,0.41573549576478797,0.584264504235212
setfit_ag_news,subgraphx,window,gold_label,7600,478,0.06289473684210523,0.9380263157894737,fidelity_asymmetry,0.5244966977213631,0.5244966977213631
setfit_ag_news,subgraphx,window,gold_label,7600,478,0.06289473684210523,0.9380263157894737,consistency_preservation_necessity,0.855962548717569,0.855962548717569
setfit_ag_news,subgraphx,window,gold_label,7600,478,0.06289473684210523,0.9380263157894737,consistency_preservation_sufficiency,0.7922804463510438,0.7922804463510438
setfit_ag_news,subgraphx,window,gold_label,7600,478,0.06289473684210523,0.9380263157894737,progression_maskout_drop_k5,0.15592339254052795,0.8440766074594721
setfit_ag_news,subgraphx,window,gold_label,7600,478,0.06289473684210523,0.9380263157894737,progression_sufficiency_drop_k5,0.5623696507609751,0.5623696507609751
setfit_ag_news,token_shap_llm,tokens,teacher_agreement,7600,471,0.06197368421052629,1.0,prediction_confidence,0.8890907596405817,0.8890907596405817
setfit_ag_news,token_shap_llm,tokens,teacher_agreement,7600,471,0.06197368421052629,1.0,consistency_baseline_margin,0.8887490138512026,0.8887490138512026
setfit_ag_news,token_shap_llm,tokens,teacher_agreement,7600,471,0.06197368421052629,1.0,auc_origin_entropy,0.11051448302275414,0.8894855169772459
setfit_ag_news,token_shap_llm,tokens,teacher_agreement,7600,471,0.06197368421052629,1.0,auc_deletion_auc,0.8793668634348087,0.8793668634348087
setfit_ag_news,token_shap_llm,tokens,teacher_agreement,7600,471,0.06197368421052629,1.0,auc_insertion_auc,0.6406898172263107,0.6406898172263107
setfit_ag_news,token_shap_llm,tokens,teacher_agreement,7600,471,0.06197368421052629,1.0,fidelity_minus,0.47211488376622623,0.5278851162337738
setfit_ag_news,token_shap_llm,tokens,teacher_agreement,7600,471,0.06197368421052629,1.0,fidelity_plus,0.482580792725148,0.517419207274852
setfit_ag_news,token_shap_llm,tokens,teacher_agreement,7600,471,0.06197368421052629,1.0,fidelity_asymmetry,0.48353023549337515,0.5164697645066249
setfit_ag_news,token_shap_llm,tokens,teacher_agreement,7600,471,0.06197368421052629,1.0,consistency_preservation_necessity,0.8600667885932255,0.8600667885932255
setfit_ag_news,token_shap_llm,tokens,teacher_agreement,7600,471,0.06197368421052629,1.0,consistency_preservation_sufficiency,0.6947300267827441,0.6947300267827441
setfit_ag_news,token_shap_llm,tokens,teacher_agreement,7600,471,0.06197368421052629,1.0,progression_maskout_drop_k5,0.4907992205515643,0.5092007794484357
setfit_ag_news,token_shap_llm,tokens,teacher_agreement,7600,471,0.06197368421052629,1.0,progression_sufficiency_drop_k5,0.548830931582642,0.548830931582642
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,prediction_confidence,0.8890907596405817,0.8890907596405817
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,consistency_baseline_margin,0.8887490138512026,0.8887490138512026
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,auc_origin_entropy,0.11051448302275414,0.8894855169772459
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,auc_deletion_auc,0.8793668634348087,0.8793668634348087
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,auc_insertion_auc,0.6406898172263107,0.6406898172263107
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,fidelity_minus,0.47211488376622623,0.5278851162337738
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,fidelity_plus,0.482580792725148,0.517419207274852
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,fidelity_asymmetry,0.48353023549337515,0.5164697645066249
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,consistency_preservation_necessity,0.8600667885932255,0.8600667885932255
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,consistency_preservation_sufficiency,0.6947300267827441,0.6947300267827441
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,progression_maskout_drop_k5,0.4907992205515643,0.5092007794484357
setfit_ag_news,token_shap_llm,tokens,gold_label,7600,471,0.06197368421052629,1.0,progression_sufficiency_drop_k5,0.548830931582642,0.548830931582642
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,prediction_confidence,0.9568764568764567,0.9568764568764567
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,consistency_baseline_margin,0.9568764568764568,0.9568764568764568
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,auc_origin_entropy,0.04312354312354312,0.9568764568764568
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,auc_deletion_auc,0.9502164502164502,0.9502164502164502
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,auc_insertion_auc,0.881035631035631,0.881035631035631
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,fidelity_minus,0.18290043290043287,0.8170995670995671
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,fidelity_plus,0.734015984015984,0.734015984015984
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,fidelity_asymmetry,0.28446553446553446,0.7155344655344655
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,consistency_preservation_necessity,0.9443889443889445,0.9443889443889445
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,consistency_preservation_sufficiency,0.956876456876457,0.956876456876457
stanfordnlp_sst2,graphsvx,constituency,teacher_agreement,872,14,0.016055045871559592,0.9174311926605505,progression_maskout_drop_k5,0.1704129204129204,0.8295870795870797
